corpus,dataset,capture,attack_type,representation,detector,n_seeds,precision_mean,precision_std,precision_ci95_low,precision_ci95_high,recall_mean,recall_std,recall_ci95_low,recall_ci95_high,f1_mean,f1_std,f1_ci95_low,f1_ci95_high,roc_auc_mean,roc_auc_std,roc_auc_ci95_low,roc_auc_ci95_high,pr_auc_mean,pr_auc_std,pr_auc_ci95_low,pr_auc_ci95_high,fpr_mean,fpr_std,fpr_ci95_low,fpr_ci95_high,protocol_version,phase
hcrl,DoS,DoS,DoS,residual,lof,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8086662837784061,0.0274632464372071,0.7845936868991679,0.8327388806576443,0.4186412938131401,0.0325183456201097,0.3901377071347601,0.44714488049152,0.022690110874678,0.0055306240787515,0.0178423051266284,0.0275379166227275,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,5,0.0607276587825477,0.0061472141935426,0.0553393879694146,0.0661159295956808,0.0099417209461775,0.0,0.0099417209461775,0.0099417209461775,0.017067005670316,0.0002766274290139,0.0168245310379153,0.0173094803027167,0.817128771511117,0.0178131605634043,0.801514847848872,0.832742695173362,0.4252299308507263,0.0206249118327346,0.407151398534656,0.4433084631667966,0.0507447642513159,0.0063051580968772,0.0452180495028236,0.0562714789998081,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,5,0.2386198464623759,0.0824803029590746,0.1663226732876389,0.3109170196371129,0.1279320987654321,0.0897592473729022,0.0492546495013008,0.2066095480295633,0.159980179959905,0.0980929090868255,0.0739979541309963,0.2459624057888138,0.8256383172353928,0.0132239979076295,0.8140469719991291,0.8372296624716565,0.2375940609564082,0.0325869836871147,0.2090303103596306,0.2661578115531858,0.0233104799216454,0.011676764214085,0.0130753448139924,0.0335456150292984,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,5,0.2063242429222544,0.0074294648962737,0.1998120298128039,0.2128364560317049,0.3864197530864198,0.1070021600624956,0.2926282244599109,0.4802112817129287,0.2652878700045145,0.0167693290642346,0.2505889049924354,0.2799868350165936,0.8405692606020801,0.0138279788728247,0.8284485027076619,0.8526900184964984,0.2284749424075803,0.0046174417083364,0.224427576299123,0.2325223085160376,0.1001288726223001,0.031927210465084,0.0721434387530068,0.1281143064915933,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,5,0.2908093278463649,0.0,0.2908093278463649,0.2908093278463649,0.1635802469135802,0.0,0.1635802469135802,0.1635802469135802,0.2093827160493827,0.0,0.2093827160493827,0.2093827160493827,0.7781902894956403,0.0,0.7781902894956403,0.7781902894956403,0.2528052821456337,0.0,0.2528052821456337,0.2528052821456337,0.0266508582916645,0.0,0.0266508582916645,0.0266508582916645,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,5,0.3442931166475849,0.0086825805028287,0.3366824992796047,0.3519037340155652,0.1123456790123456,0.0102452168385491,0.1033653505046188,0.1213260075200724,0.1692370273681573,0.0119841227156104,0.1587324806553779,0.1797415740809366,0.8801976874205684,0.0116157752614354,0.8700160114869637,0.890379363354173,0.3009312909357314,0.0088405748725931,0.2931821853966158,0.3086803964748471,0.0142893963606371,0.0011711962065694,0.0132627976221485,0.0153159950991257,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,5,0.2420305780260784,0.043048000538086,0.2042973418706241,0.2797638141815328,0.0719135802469135,0.0169173392912064,0.0570848785507158,0.0867422819431113,0.1107594971005174,0.0245213215768846,0.0892656110584511,0.1322533831425836,0.6587865711863727,0.0066854275251375,0.6529265355876692,0.6646466067850763,0.1567208456727903,0.0160338642296712,0.1426665440118479,0.1707751473337328,0.0149182947574617,0.0012288800250001,0.0138411339228017,0.0159954555921217,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,5,0.4309617557028757,0.0138341914378036,0.4188355522551554,0.4430879591505961,0.3958333333333333,0.0081841062637332,0.3886596479005439,0.4030070187661227,0.4124462546626799,0.0038963522947946,0.4090309512932642,0.4158615580320956,0.6149520641575644,0.0079439282014505,0.6079889040785706,0.6219152242365582,0.2222566168757436,0.0038544855703424,0.2188780113083412,0.2256352224431461,0.0349914944069281,0.0024881161879009,0.032810564409559,0.0371724244042973,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,5,0.2952260098320131,0.0958833180094601,0.2111805759768791,0.379271443687147,0.912037037037037,0.039257178539861,0.8776266028676066,0.9464474712064672,0.4374829060816305,0.0958847554443647,0.3534362122592497,0.5215295999040112,0.9399292409752572,0.0069406513446152,0.9338454918351008,0.9460129901154136,0.6789653003669616,0.077262606631639,0.6112416396724706,0.7466889610614525,0.1624207433372854,0.0643198018797195,0.1060419512107557,0.2187995354638151,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,5,0.2479983787080181,0.01375763892838,0.2359392764933461,0.2600574809226901,0.8290123456790124,0.044881281908861,0.7896721675509188,0.8683525238071059,0.3811592980265761,0.0125356378178921,0.3701713270121435,0.3921472690410088,0.9345142520392103,0.0006776248701723,0.933920287652214,0.9351082164262068,0.6887224260337261,0.0072941141677661,0.6823288530687365,0.6951159989987158,0.1691118098871075,0.0234161405774575,0.1485866577031681,0.1896369620710469,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,5,0.2861325525685387,0.0,0.2861325525685387,0.2861325525685387,0.8294753086419753,0.0,0.8294753086419753,0.8294753086419753,0.4254898080348307,6.206335383118183e-17,0.4254898080348306,0.4254898080348308,0.911919420881438,0.0,0.911919420881438,0.911919420881438,0.5566752385166889,0.0,0.5566752385166889,0.5566752385166889,0.1382545492035672,0.0,0.1382545492035672,0.1382545492035672,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,5,0.3226218239259515,0.016693217805259,0.3079895733738501,0.337254074478053,0.9734567901234568,0.0100249270178467,0.964669554157156,0.9822440260897576,0.4843692859081711,0.0178522167540689,0.4687211279853968,0.5000174438309454,0.9750022194729396,0.0015298519173917,0.9736612451428834,0.9763431938029958,0.7737650685450329,0.0097153939655267,0.7652491502616702,0.7822809868283956,0.1370379916490541,0.0114138720966278,0.1270332916423912,0.1470426916557169,hcrl_temporal_v1,C
