corpus,dataset,capture,attack_type,representation,detector,seed,precision,recall,f1,roc_auc,pr_auc,fpr,train_seconds,score_seconds,runtime_seconds,peak_rss_mb,model_bytes,protocol_version,phase
hcrl,DoS,DoS,DoS,raw,hbos,3,0.2188679245283019,0.0099417209461775,0.0190195113953107,0.2506228717134021,0.3004832883295875,0.0115914436107066,0.0042909000003419,0.0097985999982483,0.0140894999985903,528.375,3855,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,hbos,4,0.2188679245283019,0.0099417209461775,0.0190195113953107,0.2506228717134021,0.3004832883295875,0.0115914436107066,0.0082062000001315,0.0105450000010023,0.0187512000011338,528.37890625,3855,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,elliptic_envelope,0,0.0,0.0,0.0,0.6581986169566156,0.2963609133928253,0.0073356478889013,0.8682606000002124,0.0178685999999288,0.8861292000001413,536.296875,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,elliptic_envelope,1,0.4461538461538462,0.0099417209461775,0.0194500335345405,0.6264118396708456,0.2770159740490758,0.0040318064732892,0.7267490000012913,0.0088375999985146,0.7355865999998059,536.54296875,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,elliptic_envelope,2,0.4496124031007752,0.0099417209461775,0.019453295321147,0.6287773853635965,0.2786918965916095,0.0039758091611602,0.6850524000001315,0.0081879000008484,0.6932403000009799,537.38671875,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,elliptic_envelope,3,0.4296296296296296,0.0099417209461775,0.0194337409951415,0.6291047498352236,0.2786833097190608,0.0043117930339343,0.7564234000001306,0.0090029000002687,0.7654263000003994,536.53125,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,elliptic_envelope,4,0.4957264957264957,0.0099417209461775,0.0194925222651655,0.6169996647840028,0.2732163818392022,0.003303841415612,0.7693209999997634,0.0081661999993229,0.7774871999990864,536.38671875,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,autoencoder,0,0.2521739130434782,0.0099417209461775,0.0191292875989445,0.8687092145391213,0.4973170238263963,0.009631537686191,1.9341499000001927,0.023076099998434,1.9572259999986272,540.02734375,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,autoencoder,1,0.1768292682926829,0.0099417209461775,0.0188250567997403,0.6649784286528398,0.3081338819291929,0.0151192742748348,2.166892100000041,0.0220126000003801,2.188904700000421,542.078125,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,autoencoder,2,0.0,0.0,0.0,0.7171198065660487,0.3337079370569086,0.0086235860678687,1.7958142999996198,0.0163552999983949,1.8121695999980147,542.890625,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,raw,autoencoder,3,0.1979522184300341,0.0099417209461775,0.0189325934388771,0.9338663297127114,0.6450055980698102,0.0131593683503191,1.8753237000000809,0.012389899999107,1.887713599999188,543.61328125,18610,hcrl_temporal_v1,C
