corpus,dataset,capture,attack_type,representation,detector,seed,precision,recall,f1,roc_auc,pr_auc,fpr,train_seconds,score_seconds,runtime_seconds,peak_rss_mb,model_bytes,protocol_version,phase
hcrl,DoS,DoS,DoS,raw,autoencoder,4,0.1291759465478842,0.0099417209461775,0.0184625179054591,0.8956078027349649,0.5525506424600455,0.0218949490424459,1.7648628999995708,0.0115394999993441,1.776402399998915,544.3359375,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,isolation_forest,0,0.0557692307692307,0.0099417209461775,0.0168751818446319,0.8936678423734599,0.6304890448608542,0.0549893605106954,0.5544991999995545,0.2650565999992977,0.8195557999988523,544.71484375,1757055,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,isolation_forest,1,0.0465489566613162,0.0099417209461775,0.0163841807909604,0.8915093446786408,0.5816468548738402,0.0665248068092731,0.4895509999987553,0.2458575999989989,0.7354085999977542,545.55078125,1767439,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,isolation_forest,2,0.0406732117812061,0.0099417209461775,0.0159779614325068,0.8713426911490422,0.6036500824072056,0.0766043229924963,0.6608042999996542,0.2613225000004604,0.9221268000001146,543.57421875,1770607,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,isolation_forest,3,0.0410474168435951,0.0099417209461775,0.0160066234303849,0.8558886424051577,0.5216424344992735,0.0758763579348191,0.5697962999984156,0.2114311999994242,0.7812274999978399,544.51171875,1753183,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,isolation_forest,4,0.0505226480836236,0.0099417209461775,0.0166141506731595,0.8790744187576905,0.5361099494197441,0.0610370702206294,0.529187299998739,0.2502813999999489,0.779468699998688,543.5859375,1720975,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,0,0.0497854077253218,0.0099417209461775,0.016573796256608,0.7908864364911582,0.395492171666462,0.0619890245268227,0.0782567000005656,0.8360769000009896,0.9143336000015552,537.6484375,32122,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,1,0.0634573304157549,0.0099417209461775,0.0171902786010669,0.8220525497052452,0.4302779822408356,0.0479336991824392,0.0975600000001577,0.7851707999998325,0.8827307999999903,536.96875,31866,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,2,0.0625,0.0099417209461775,0.0171546879621413,0.8343729758085083,0.4458873244035499,0.0487176615522454,0.1540181000000302,0.7443741000006412,0.8983922000006714,537.484375,31994,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,3,0.0637362637362637,0.0099417209461775,0.0172004744958481,0.8079706750695782,0.4138880731333409,0.0477097099339231,0.0895430000000487,0.7999030999999377,0.8894460999999865,536.96484375,32394,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,one_class_svm,4,0.0641592920353982,0.0099417209461775,0.0172157910359157,0.8303612204810947,0.4406041028094428,0.047373726061149,0.095083499998509,0.7891728000013245,0.8842562999998336,536.8359375,31466,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,lof,0,0.0,0.0,0.0,0.8497458505262231,0.4689195165373577,0.0178071452570276,0.5022057000005589,2.890745299999253,3.392950999999812,543.63671875,2514956,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,lof,1,0.0,0.0,0.0,0.783465669616319,0.390203714091526,0.0272146936947026,0.6239798999995401,2.854983400000492,3.478963300000032,545.63671875,2514956,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,lof,2,0.0,0.0,0.0,0.7868764184817929,0.3936225754133126,0.0166312017023182,0.5264341000001878,2.669556000000739,3.1959901000009268,541.43359375,2514956,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,lof,3,0.0,0.0,0.0,0.8216728641248738,0.4316799872873934,0.0291186023070892,0.549719599999662,2.724130700000387,3.273850300000049,544.0546875,2514956,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,lof,4,0.0,0.0,0.0,0.8015706161428215,0.408780675736111,0.0226789114122522,0.5601120999999694,2.875366299998859,3.4354783999988285,545.046875,2514956,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,hbos,0,0.2529207451847174,0.1372985944463489,0.1779802244195089,0.7559967227846632,0.5119731662585943,0.1324896404972561,0.0063181000004988,0.0084186999993107,0.0147367999998095,540.2109375,3711,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,hbos,1,0.2529207451847174,0.1372985944463489,0.1779802244195089,0.7559967227846632,0.5119731662585943,0.1324896404972561,0.0062718000008317,0.0095493999997415,0.0158212000005733,539.5546875,3711,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,hbos,2,0.2529207451847174,0.1372985944463489,0.1779802244195089,0.7559967227846632,0.5119731662585943,0.1324896404972561,0.0069660999997722,0.0105815999995684,0.0175476999993406,539.59765625,3711,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,hbos,3,0.2529207451847174,0.1372985944463489,0.1779802244195089,0.7559967227846632,0.5119731662585943,0.1324896404972561,0.0067409000002953,0.0098039000004064,0.0165448000007017,539.77734375,3711,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,hbos,4,0.2529207451847174,0.1372985944463489,0.1779802244195089,0.7559967227846632,0.5119731662585943,0.1324896404972561,0.0061638999995921,0.0096465000005991,0.0158104000001912,539.77734375,3711,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,elliptic_envelope,0,0.0201318986463033,0.0099417209461775,0.0133103843947217,0.6776019159719346,0.3101147428120832,0.1580804121402172,0.7306817000007868,0.0086818999989191,0.7393635999997059,542.49609375,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,elliptic_envelope,1,0.0203794799718903,0.0099417209461775,0.0133640552995391,0.6766380979911113,0.30952095721984,0.1561205062157016,0.7913214000000153,0.0121079999989888,0.8034293999990041,542.37109375,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,elliptic_envelope,2,0.0194892473118279,0.0099417209461775,0.0131668558456299,0.6759215934734892,0.3092500188852012,0.1634001567924739,0.7767368999993778,0.0119436999993922,0.78868059999877,542.33984375,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,elliptic_envelope,3,0.0199381230663458,0.0099417209461775,0.013267757062793,0.6757535439464487,0.3088778841732107,0.1596483368798297,0.7374922999988485,0.0153811000000132,0.7528733999988617,542.3671875,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,elliptic_envelope,4,0.0196877121520706,0.0099417209461775,0.0132118451025056,0.6767890142987225,0.3098753194916072,0.1617202374286034,0.8311176000006526,0.0199771999996301,0.8510948000002827,542.33984375,66831,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,autoencoder,0,0.0546654099905749,0.0099417209461775,0.0168237853517041,0.6209129688891833,0.2774455318191067,0.0561653040654048,2.0053086999996594,0.0124486999993678,2.0177573999990277,541.328125,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,autoencoder,1,0.0774365821094793,0.0099417209461775,0.0176211453744493,0.783807690909273,0.3892349580787859,0.0386941426811513,1.8473964000004344,0.0126664000017626,1.860062800002197,543.17578125,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,autoencoder,2,0.0448222565687789,0.0099417209461775,0.0162738496071829,0.8150991213854715,0.4224167454899752,0.069212677791466,2.0251459999999497,0.0150676000012026,2.0402136000011524,543.5546875,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,autoencoder,3,0.0345443716497915,0.0099417209461775,0.015439904166112,0.8055187817902806,0.4116803197609963,0.0907716429611378,2.020862599998509,0.0154270999992149,2.036289699997724,543.5546875,18610,hcrl_temporal_v1,C
hcrl,DoS,DoS,DoS,residual,autoencoder,4,0.0383597883597883,0.0099417209461775,0.0157909066158453,0.802523962223142,0.4083619045255734,0.0814200918355918,2.1895229000001564,0.0179219999990891,2.207444899999245,543.5546875,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,0,0.3458646616541353,0.1064814814814814,0.1628318584070796,0.8668615745752454,0.2909264464063234,0.0134543017681323,0.4804316999998264,0.204891299999872,0.6853229999996984,543.74609375,2117327,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,1,0.3348214285714285,0.1157407407407407,0.1720183486238531,0.8866247082864778,0.3073632863173484,0.0153616165781741,0.4856880999996065,0.2358265000002575,0.721514599999864,545.640625,2203919,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,2,0.3538135593220339,0.128858024691358,0.1889140271493212,0.8801678319297355,0.3062830000692874,0.0157224599206144,0.5059313000001566,0.2104228000007424,0.716354100000899,545.30078125,2143375,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,3,0.3358208955223881,0.1041666666666666,0.1590106007067137,0.8714919599393884,0.2916474397123449,0.0137635960616526,0.4804958000004262,0.2136422000003222,0.6941380000007484,545.43359375,2225039,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,isolation_forest,4,0.3511450381679389,0.1064814814814814,0.1634103019538188,0.8958423623719944,0.3084362821733529,0.013145007474612,0.5344482000000426,0.2300369999993563,0.7644851999993989,545.43359375,2193359,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,0,0.4283347141673571,0.3989197530864197,0.4131042748701558,0.6100992223730509,0.2268208570023058,0.0355688437548327,0.0846480000000156,0.6937566000015067,0.7784046000015223,540.53125,30810,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,1,0.4265560165975103,0.3966049382716049,0.4110355857656937,0.6193572883672889,0.2213242625125557,0.0356203928037527,0.0869611999987682,0.5877733999986958,0.6747345999974641,539.51171875,31338,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,2,0.4311624072547403,0.4035493827160494,0.4168991630131526,0.6258130112345106,0.2257329800432128,0.0355688437548327,0.1004110999983822,0.6326002000005246,0.7330112999989069,539.3359375,30810,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,3,0.4154589371980676,0.3981481481481481,0.4066193853427896,0.6054274704881695,0.218267773447726,0.0374246095159544,0.0938836999994237,0.6566009999987727,0.7504846999981964,539.65625,30938,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,one_class_svm,4,0.4532967032967033,0.3819444444444444,0.414572864321608,0.6140633283248023,0.2191372113729177,0.0307747822052683,0.0974234999994223,0.6303577999988192,0.7277812999982416,539.3046875,30810,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,0,0.2972292191435768,0.0910493827160493,0.1393975191966922,0.6646396872627391,0.1748549262775711,0.0143821846486932,0.0986474999990605,0.3132755000006,0.4119229999996605,547.50390625,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,1,0.2787286063569682,0.0879629629629629,0.133724340175953,0.6521964190594016,0.173242154432842,0.0152069694314139,0.1019888999999238,0.3488949000002321,0.450883800000156,548.765625,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,2,0.2,0.0555555555555555,0.0869565217391304,0.6566589120350483,0.1451977471899899,0.0148461260889736,0.1805401999990863,0.301159299999199,0.4816994999982853,546.6875,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,3,0.2192192192192192,0.0563271604938271,0.0896255371393492,0.6670182025419409,0.1415347936966072,0.0134027527192123,0.1064409000009618,0.2849519999999756,0.3913929000009375,548.7578125,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,lof,4,0.214975845410628,0.0686728395061728,0.1040935672514619,0.6534196350327335,0.1487746067669414,0.0167534408990154,0.1091711999997642,0.3008821000003081,0.4100533000000723,546.6875,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,0,0.2908093278463649,0.1635802469135802,0.2093827160493827,0.7781902894956403,0.2528052821456337,0.0266508582916645,0.0077436000010493,0.0104064000006474,0.0181500000016967,542.33203125,3855,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,1,0.2908093278463649,0.1635802469135802,0.2093827160493827,0.7781902894956403,0.2528052821456337,0.0266508582916645,0.0080653999993955,0.0119443999992654,0.020009799998661,542.984375,3855,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,2,0.2908093278463649,0.1635802469135802,0.2093827160493827,0.7781902894956403,0.2528052821456337,0.0266508582916645,0.0104572999989613,0.0096596000003046,0.020116899999266,542.984375,3855,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,3,0.2908093278463649,0.1635802469135802,0.2093827160493827,0.7781902894956403,0.2528052821456337,0.0266508582916645,0.0099171000001661,0.0088905999982671,0.0188076999984332,542.984375,3855,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,hbos,4,0.2908093278463649,0.1635802469135802,0.2093827160493827,0.7781902894956403,0.2528052821456337,0.0266508582916645,0.0076779999999416,0.0107286000002204,0.0184066000001621,542.984375,3855,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,0,0.2008426966292134,0.3310185185185185,0.25,0.8388982440866558,0.2211568423751524,0.0879942265065209,0.6943324000003486,0.0112711999991006,0.7056035999994492,546.19140625,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,1,0.2080630213160333,0.3464506172839506,0.259988419224088,0.8297233486644023,0.2303923521338398,0.088097324604361,0.7104044999996404,0.0088283000004594,0.7192328000000998,545.265625,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,2,0.1973094170403587,0.5771604938271605,0.2940829565559268,0.8640232743955873,0.2302938512330334,0.1568637558637043,0.7261834999990242,0.0079413000003114,0.7341247999993357,544.93359375,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,3,0.216243654822335,0.3287037037037037,0.2608695652173913,0.8392555474095331,0.2272385393916721,0.0795917315325532,0.6738410000016302,0.0082894999995914,0.6821305000012217,544.32421875,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,elliptic_envelope,4,0.2091624248033318,0.3487654320987654,0.2614984090251663,0.8309458884542223,0.233293126904204,0.088097324604361,0.8305957000011404,0.0069736000004922,0.8375693000016327,544.62109375,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,0,0.1284046692607003,0.0254629629629629,0.0424983902124919,0.8129594865842009,0.2274343677785436,0.0115469869580906,2.2394961999998486,0.0154283000010764,2.254924500000925,544.68359375,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,1,0.277882797731569,0.2268518518518518,0.2497875955819881,0.8362051642600897,0.2566483525696995,0.0393834733749162,2.3036652999999205,0.0182645999993837,2.3219298999993043,546.99609375,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,2,0.1774744027303754,0.0401234567901234,0.0654499685336689,0.8199191650454173,0.184757724497858,0.0124233207897314,2.101824099998339,0.0131584000009752,2.1149824999993143,547.7421875,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,3,0.2816537467700258,0.1682098765432098,0.2106280193236715,0.8430393112410656,0.2560832631015894,0.0286612711995463,2.2032115000001795,0.0166392999999516,2.219850800000131,548.65625,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,raw,autoencoder,4,0.327683615819209,0.1790123456790123,0.2315369261477045,0.81606845904619,0.2630465968343505,0.0245373472859425,2.2147545000007085,0.0102291999992303,2.224983699999939,549.359375,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,0,0.3118385429485601,0.9776234567901234,0.4728494122037693,0.972770726377012,0.7592283393158402,0.1441311407804526,0.5781473000006372,0.196079199999076,0.7742264999997133,549.796875,1247359,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,1,0.3201732042791645,0.9699074074074074,0.4814247414783608,0.974877913078121,0.7853540032134783,0.1375844115676066,0.5124240000004647,0.2212889999991603,0.733712999999625,550.91796875,1251055,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,2,0.3030952380952381,0.9822530864197532,0.4632459970887917,0.9752898679389737,0.7709861015541091,0.1508840661889788,0.5522087000008469,0.2222940000010567,0.7745027000019036,551.046875,1242431,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,3,0.3328964613368283,0.9799382716049384,0.4969673253766386,0.9770720092482812,0.778605196613483,0.1311923295015207,0.6648917000002257,0.247644199998831,0.9125358999990568,551.2890625,1256863,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,isolation_forest,4,0.3451056729699666,0.9575617283950616,0.5073589533932952,0.9750005807223104,0.7746517020282537,0.1213980102067116,0.5466684000002715,0.2057991000001493,0.7524675000004208,551.4296875,1255103,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,one_class_svm,0,0.4170096021947874,0.7037037037037037,0.5236864771748493,0.8015631692227995,0.6184330131237864,0.0657250373730604,0.0947905000011815,0.7414785999990272,0.8362691000002087,546.44921875,30010,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,one_class_svm,1,0.4124087591240876,0.6975308641975309,0.518348623853211,0.7939763106663892,0.6149182460006841,0.066395175009021,0.1093421999994461,0.7799613999995927,0.8893035999990389,545.91796875,30010,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,one_class_svm,2,0.4183156925908882,0.7013888888888888,0.5240703372729894,0.8000040690337227,0.6152365144742296,0.0651579978349399,0.1082005000007484,0.7295310000008612,0.8377315000016097,545.59765625,29882,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,one_class_svm,3,0.4103019538188277,0.7129629629629629,0.5208568207440811,0.8114018183131496,0.6207531170997135,0.0684571369658229,0.082544400000188,0.7467252999995253,0.8292696999997133,545.90625,30138,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,one_class_svm,4,0.4213457076566125,0.7006172839506173,0.526224282816575,0.7880998781915065,0.6139433928228498,0.0642816640032991,0.1258863000002748,0.7231362000002264,0.8490225000005012,545.5625,29610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,lof,0,0.6040992448759439,0.4320987654320987,0.5038236617183987,0.8385513619449647,0.5548798633585252,0.0189185009536574,0.4187139999994542,1.5449122999998508,1.963626299999305,553.27734375,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,lof,1,0.5368234250221828,0.466820987654321,0.4993809327280231,0.830248544375776,0.5510598811972708,0.0269086035362647,0.3601547999987815,1.8400186999988364,2.200173499997618,554.46484375,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,lof,2,0.4432432432432432,0.2530864197530864,0.3222003929273084,0.8071206817329899,0.3817591808150264,0.0212382081550595,0.4494557999987592,1.6846151999998256,2.1340709999985847,553.984375,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,lof,3,0.5684870188003581,0.4899691358024691,0.5263157894736842,0.8327203133163922,0.5524472606275057,0.0248466415794628,0.4150859000001219,1.8453757999996012,2.260461699999724,554.23828125,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,lof,4,0.4067611777535441,0.2878086419753086,0.3370989606868504,0.8127792240149836,0.3901883673746196,0.0280426826125058,0.4694970000000467,1.6869019999994634,2.15639899999951,553.96484375,2514956,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,0,0.2861325525685387,0.8294753086419753,0.4254898080348308,0.911919420881438,0.5566752385166889,0.1382545492035672,0.0112176000002364,0.0142065999989426,0.0254241999991791,553.3984375,3711,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,1,0.2861325525685387,0.8294753086419753,0.4254898080348308,0.911919420881438,0.5566752385166889,0.1382545492035672,0.0118168000008154,0.0089453000000503,0.0207621000008657,546.73828125,3711,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,2,0.2861325525685387,0.8294753086419753,0.4254898080348308,0.911919420881438,0.5566752385166889,0.1382545492035672,0.0083312000006117,0.014987900000051,0.0233191000006627,547.4765625,3711,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,3,0.2861325525685387,0.8294753086419753,0.4254898080348308,0.911919420881438,0.5566752385166889,0.1382545492035672,0.0071888000002218,0.0131022000005032,0.020291000000725,547.48046875,3711,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,hbos,4,0.2861325525685387,0.8294753086419753,0.4254898080348308,0.911919420881438,0.5566752385166889,0.1382545492035672,0.0092107999989821,0.0092602000004262,0.0184709999994083,547.48046875,3711,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,0,0.2551841912661625,0.8070987654320988,0.3877664504170529,0.9346157988925228,0.6917365713089767,0.1573792463529048,0.8194612999996025,0.007510600000387,0.8269718999999895,553.26171875,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,1,0.2236992024306874,0.9089506172839508,0.3590368790003047,0.9334451661311294,0.6759047719235614,0.2107325119851539,0.7231972000008682,0.017818400001488,0.7410156000023562,552.83984375,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,2,0.2528846153846154,0.8117283950617284,0.3856304985337243,0.9343635028915196,0.6917954844580207,0.1602144440435074,0.8287555999995675,0.0103463999985251,0.8391019999980927,553.56640625,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,3,0.2569735867686991,0.8032407407407407,0.3893772208715167,0.9352065048535658,0.6940041464643699,0.1551626372493427,0.7382508999999118,0.0079556000000593,0.7462064999999711,553.59765625,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,elliptic_envelope,4,0.2512502976899262,0.8140432098765432,0.383985441310282,0.9349402874273144,0.6901711560137018,0.1620702098046291,0.650443799999266,0.0096681000013632,0.6601119000006292,553.60546875,66831,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,0,0.2307838299487568,0.9382716049382716,0.3704493526275704,0.9375635612501344,0.6294382038226399,0.2089282952729522,1.8917530000016995,0.0107722000011563,1.902525200002856,554.328125,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,1,0.2138111888111888,0.9436728395061728,0.3486316989737742,0.9326058235151488,0.5918555707740178,0.2318160729934532,2.0627884000005,0.0097881000001507,2.0725765000006504,554.484375,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,2,0.2710407239819004,0.9243827160493828,0.4191742477256823,0.9485343205294404,0.7024457179387764,0.1660910356203928,2.1211411000003864,0.0099654000005102,2.1311065000008966,554.80859375,18610,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,3,0.30625,0.9074074074074074,0.4579439252336449,0.9350478403812338,0.6768771307923704,0.1373266663230063,0.3181648000008863,0.0130952999988949,0.3312600999997812,554.93359375,16767,hcrl_temporal_v1,C
hcrl,Fuzzy,Fuzzy,Fuzzy,residual,autoencoder,4,0.4542443064182194,0.8464506172839507,0.5912153058474805,0.945894659200328,0.7942098785070034,0.0679416464766225,2.131605299999137,0.0105143999990104,2.142119699998148,555.4609375,18610,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,isolation_forest,0,0.0,0.0,0.0,0.8547210693810798,0.4309379217232606,0.0034095146768952,0.5667663999993238,0.3034107999992557,0.8701771999985795,555.8359375,2440111,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,isolation_forest,1,0.0,0.0,0.0,0.8618118117112967,0.4412081035882613,0.0058601033509136,0.6557723000005353,0.2863402000002679,0.9421125000008032,556.1953125,2528991,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,isolation_forest,2,0.0,0.0,0.0,0.8755769109466198,0.4655808254123781,0.0067124820201374,0.6517758999998478,0.3497382999994443,1.001514199999292,556.25390625,2554335,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,isolation_forest,3,0.0,0.0,0.0,0.8867325830578467,0.4860126236469158,0.0060731980182195,0.6492319999997562,0.3198205000007874,0.9690525000005435,556.2578125,2481471,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,isolation_forest,4,0.0,0.0,0.0,0.8900436375467016,0.4922596650408437,0.0035693356773746,0.6250751000006858,0.262652600000365,0.8877277000010508,556.2578125,2447151,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,one_class_svm,0,0.0,0.0,0.0,0.9754712122773797,0.7760450958669509,0.0101219966970326,0.1086943999998766,0.7958107000013115,0.904505100001188,549.765625,29482,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,one_class_svm,1,0.0,0.0,0.0,0.975138613567829,0.7718363809956342,0.0106547333652975,0.1043530000006285,0.8079541000006429,0.9123071000012716,547.44921875,29482,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,one_class_svm,2,0.0,0.0,0.0,0.9757703826787636,0.7762618302416657,0.010494912364818,0.0761844999997265,0.8130172000001039,0.8892016999998305,547.37109375,29354,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,one_class_svm,3,0.0,0.0,0.0,0.9779004115849644,0.7892530006867012,0.0132118693729689,0.1135191000012127,0.9334675000009156,1.0469866000021284,547.2578125,29754,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,one_class_svm,4,0.0,0.0,0.0,0.971370273643742,0.7508128322382962,0.010388365031165,0.1013779999993857,0.7723495999998704,0.8737275999992562,547.09375,29482,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,lof,0,0.0035180299032541,0.0008107012565869,0.00131774007577,0.7371769344587271,0.3038414164583097,0.0603590645144105,0.095714200000657,0.3783548999999766,0.4740691000006336,551.8125,2514956,hcrl_temporal_v1,C
hcrl,RPM,RPM,RPM,raw,lof,1,0.0035149384885764,0.0008107012565869,0.0013175230566534,0.7488940531450068,0.3129994627377091,0.060412338181237,0.1144036000005144,0.393567000000985,0.5079706000014994,554.26953125,2514956,hcrl_temporal_v1,C
