experiment,dataset,representation,detector,seed,precision,recall,f1,roc_auc,pr_auc,fpr,threshold,n_train_normals,train_seconds,score_seconds,runtime_seconds,peak_rss_mb,model_bytes,tp,fp,fn,tn,precision_point,precision_ci_low,precision_ci_high,precision_mean,precision_std,recall_point,recall_ci_low,recall_ci_high,recall_mean,recall_std,f1_point,f1_ci_low,f1_ci_high,f1_mean,f1_std,roc_auc_point,roc_auc_ci_low,roc_auc_ci_high,roc_auc_mean,roc_auc_std,pr_auc_point,pr_auc_ci_low,pr_auc_ci_high,pr_auc_mean,pr_auc_std,fpr_point,fpr_ci_low,fpr_ci_high,fpr_mean,fpr_std,protocol_version,phase
representation,RPM,residual,hbos,0,0.9543520309477757,1.0,0.9766429136975456,0.9999988662879984,0.9999957230013246,0.012572585371051,23.13903550651263,7304,0.0024587000007159,0.0067765999992843,0.0092353000000002,346.73046875,3711,4934,236,0,18535,0.9543520309477757,0.947705682176988,0.9615199869870458,0.9544721845485494,0.0036247318536991,1.0,1.0,1.0,1.0,0.0,0.9766429136975456,0.9731508110787604,0.9803825536137372,0.9767023062227672,0.0018978014308573,0.9999988662879984,0.9999970183269296,0.999999967527869,0.9999988814068016,7.743101391312765e-07,0.9999957230013246,0.9999888732065836,0.9999998741767696,0.999995758337364,2.9499523316849177e-06,0.012572585371051,0.010424040768473,0.0146227503937187,0.0125202999946573,0.0010735227969622,hcrl_temporal_v1,A
representation,RPM,residual,elliptic_envelope,0,0.948481353325644,1.0,0.973559589581689,1.0,1.0,0.0142773427094986,1713.5647506460496,7304,0.2468622999995204,0.0068725000000995,0.25373479999962,348.4375,66831,4934,268,0,18503,0.948481353325644,0.936905219099568,0.9600479186211937,0.9487559645602024,0.0058691249879941,1.0,1.0,1.0,1.0,0.0,0.973559589581689,0.9674249513371744,0.9796167833317632,0.9736949144022706,0.00309368276962,1.0,1.0,1.0,1.0,4.370952418903846e-17,1.0,1.0,1.0,1.0,1.6653345369377347e-17,0.0142773427094986,0.0107336328139185,0.0180539923445214,0.0141935907315666,0.0018245726815745,hcrl_temporal_v1,A
representation,RPM,residual,autoencoder,0,0.8117801908522541,1.0,0.8961133309117326,1.0,1.0,0.0609450748495018,3.2974848146679783,7304,0.6637016000004223,0.0086534000001847,0.6723550000006071,348.81640625,18610,4934,1144,0,17627,0.8117801908522541,0.7966918465462727,0.825845239890973,0.8115160579493105,0.0075793125846739,1.0,1.0,1.0,1.0,0.0,0.8961133309117326,0.8868430581252176,0.9046169103188852,0.8959330325938819,0.0046232488190021,1.0,1.0,1.0,1.0,4.191000011072726e-17,1.0,1.0,1.0,1.0,2.001483021243361e-17,0.0609450748495018,0.0591428099639741,0.0625493326454517,0.0608940115559063,0.0009054366064048,hcrl_temporal_v1,A
representation,gear,raw,isolation_forest,0,0.0,0.0,0.0,0.7090236973541285,0.2930244053802555,0.0070837614232412,0.7467650022744462,7311,0.2409402000002956,0.1601410000002943,0.4010812000005899,348.89453125,2398927,0,131,5209,18362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7090236973541285,0.7004044642431191,0.719176072840106,0.709748816230913,0.0050245242369581,0.2930244053802555,0.2765775352518108,0.3099080837352767,0.2932382201929525,0.0088833670169411,0.0070837614232412,0.005747850502855,0.008553152504129,0.0071175585886137,0.0007200583994188,hcrl_temporal_v1,A
representation,gear,raw,one_class_svm,0,0.0,0.0,0.0,0.9377968888354108,0.6699456010942754,0.0080030281728221,10.778747004088364,7311,0.0383805999999822,0.2898137000001952,0.3281943000001774,346.51171875,29754,0,148,5209,18345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9377968888354108,0.9313253063113808,0.943667743207544,0.93782931759901,0.0032911028332919,0.6699456010942754,0.6404946392581576,0.6954599749885038,0.6698670720692332,0.0136535790398584,0.0080030281728221,0.0065145623709488,0.0096433733530507,0.0079897573352269,0.0008006170348138,hcrl_temporal_v1,A
representation,gear,raw,lof,0,0.9614438063986874,0.2249952006143213,0.3646546359676416,0.959811112706206,0.8714405228490367,0.0025415021900178,161741.88990243105,7311,0.051158000000214,0.1675042999995639,0.218662299999778,354.6484375,2514956,1172,47,4037,18446,0.9614438063986874,0.9432692941191972,0.9767685444879852,0.9608776691923024,0.0085583159998754,0.2249952006143213,0.1885746356970484,0.2597577785185749,0.2259563858108178,0.0191395843845544,0.3646546359676416,0.3154869853819777,0.4089451415084657,0.3654948415989558,0.0253638477943961,0.959811112706206,0.9532328090816442,0.9654428210054616,0.9597675837502474,0.0034812397178313,0.8714405228490367,0.8485544951804023,0.8914403326159805,0.8708346352810747,0.0113459500485423,0.0025415021900178,0.0015697084485217,0.0035326820638443,0.0025626417414301,0.0005106263064212,hcrl_temporal_v1,A
representation,gear,raw,hbos,0,0.0,0.0,0.0,0.5783916962473502,0.2629738770507687,0.0030822473368301,34.447785266211135,7311,0.0029675000005227,0.006793600000492,0.0097611000010147,349.45703125,3855,0,57,5209,18436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5783916962473502,0.5532683590956778,0.606229511826604,0.5793537549998077,0.0138870587781365,0.2629738770507687,0.2432739056228257,0.2868111505806923,0.2638056706501474,0.0112513467349836,0.0030822473368301,0.0021762401093238,0.0038541989723429,0.0030065802419833,0.0004501659980555,hcrl_temporal_v1,A
representation,gear,raw,elliptic_envelope,0,0.0,0.0,0.0,0.6349645645833187,0.2489044642468533,0.0394203212026172,1375.1507484002648,7311,0.3100685999997949,0.0046142000001054,0.3146827999999004,351.38671875,66831,0,729,5209,17764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6349645645833187,0.6164790710938155,0.6522884206156818,0.6354886240017136,0.0094547191774287,0.2489044642468533,0.2373928653746057,0.2602508788467079,0.2487260315317895,0.0057655734085015,0.0394203212026172,0.0337041112065264,0.0455328773218161,0.0395082019355034,0.003275259233308,hcrl_temporal_v1,A
representation,gear,raw,autoencoder,0,0.036231884057971,0.0009598771357266,0.0018702075930428,0.9843959470294816,0.8542640091580426,0.0071919104526036,0.5411109730547707,7311,0.6445699000005334,0.0081350999998903,0.6527050000004238,351.71875,18610,5,133,5204,18360,0.036231884057971,0.0066572327044025,0.0890691668538063,0.0382582640506196,0.0222439568275927,0.0009598771357266,0.0001814204632262,0.0023166806860988,0.0010196619490231,0.000595575733646,0.0018702075930428,0.0003556375976304,0.0045003657164677,0.0019858903262603,0.001159208642801,0.9843959470294816,0.982629002223181,0.9862447600843516,0.9844038277623616,0.0009472563455689,0.8542640091580426,0.8366998196522305,0.8701858330029854,0.8543216355191503,0.0083589226855362,0.0071919104526036,0.0058132696233114,0.0087064372479609,0.0071915508592348,0.0007372958616891,hcrl_temporal_v1,A
representation,gear,residual,isolation_forest,0,0.898961937716263,0.9975043194471108,0.9456729456729456,0.9994354201275768,0.9955142447665496,0.0315795165738387,0.5317229291254862,7311,0.2511393000004318,0.1554667999998855,0.4066061000003174,352.140625,1762511,5196,584,13,17909,0.898961937716263,0.8860736943383746,0.9119507744773075,0.8992712394107193,0.0064923433306556,0.9975043194471108,0.9950057351552606,0.9992441445742272,0.9973834818374686,0.0011320521016747,0.9456729456729456,0.9380728498779934,0.952609640797853,0.9457772578756146,0.0036403314055411,0.9994354201275768,0.9991187924093134,0.9996824138347772,0.999439084233522,0.000140642799478,0.9955142447665496,0.9915756993453576,0.9985661903060336,0.9956616262164252,0.0017987075280256,0.0315795165738387,0.0267246840391711,0.0353888364338822,0.0313830349173829,0.0023107752023491,hcrl_temporal_v1,A
representation,gear,residual,one_class_svm,0,0.9135391090845316,1.0,0.9548162404912474,0.9994592548531878,0.9961751768980684,0.0266587357378467,2.992493590681144,7311,0.0429904000002352,0.3114243999998507,0.3544148000000859,348.046875,32650,5209,493,0,18000,0.9135391090845316,0.9027624643644254,0.9243965000940628,0.9133794071356368,0.0056490177996231,1.0,1.0,1.0,1.0,0.0,0.9548162404912474,0.9488966501803734,0.9607131379090036,0.9547198898109605,0.0030868494821908,0.9994592548531878,0.9990410445926488,0.9998098903199272,0.9994643711954608,0.0002036655195179,0.9961751768980684,0.993257151113559,0.9986385488104546,0.9962056131458862,0.0014349647462765,0.0266587357378467,0.0234476562588054,0.029714574047628,0.0266152121084517,0.0016227072512627,hcrl_temporal_v1,A
representation,gear,residual,lof,0,0.9818353831598864,0.9961604914570936,0.9889460644177624,0.99993919861154,0.9997954987656612,0.0051911534093981,81.16897931314436,7311,0.2846552000000883,1.102856900000006,1.3875121000000945,353.3359375,2514956,5189,96,20,18397,0.9818353831598864,0.976773817959933,0.9862176435065724,0.9818289680742822,0.0025988786797149,0.9961604914570936,0.9923198050062392,0.9990409519540062,0.996033923572573,0.0018377816617619,0.9889460644177624,0.9855301745245586,0.9918548102162642,0.9888782162817168,0.0017064887584473,0.99993919861154,0.99987508922182,0.999984670714616,0.9999368487365592,3.023488095731669e-05,0.9997954987656612,0.9995667413825112,0.9999481432648388,0.9997857402839484,0.0001054219623177,0.0051911534093981,0.004097538684467,0.006397326523986,0.0051612660961753,0.0006291773269662,hcrl_temporal_v1,A
representation,gear,residual,hbos,0,0.8495994768677456,0.997696294874256,0.9177114603567014,0.9976905438124144,0.9842178401042508,0.0497485535067322,14.61986215257763,7311,0.0028311999994912,0.0072458000004189,0.0100769999999101,351.34765625,3711,5197,920,12,17573,0.8495994768677456,0.8340240293284452,0.8644472267136489,0.8496237322591551,0.0075697947501871,0.997696294874256,0.9955415985597056,0.9994132471248448,0.9976168654162406,0.0010350876343205,0.9177114603567014,0.9085120326939312,0.926615712540281,0.9176737845633112,0.0044480778883752,0.9976905438124144,0.9970206616586104,0.9982768414296372,0.9976810575657132,0.0003352889216223,0.9842178401042508,0.9783751455078884,0.9893113596654686,0.984216024965491,0.0027442592574197,0.0497485535067322,0.0434774915313617,0.0545686022550685,0.0495973213612542,0.0030108500906246,hcrl_temporal_v1,A
representation,gear,residual,elliptic_envelope,0,0.7457408732999284,1.0,0.8543546006232574,0.9984316729785956,0.971164474365506,0.0960363380738657,147.7596837505073,7311,0.2618426999997609,0.0040427000003546,0.2658854000001156,350.96484375,66831,5209,1776,0,16717,0.7457408732999284,0.7244069818730701,0.7677177213982529,0.7455313991940611,0.0112256737947521,1.0,1.0,1.0,1.0,0.0,0.8543546006232574,0.8401809791610285,0.8685976377154196,0.8541697509168132,0.0073653675304183,0.9984316729785956,0.9975405291950232,0.999291793204292,0.9984574774087808,0.0004541455318691,0.971164474365506,0.9594064782623108,0.9846647916570894,0.9718361878139408,0.0066921426896739,0.0960363380738657,0.0829459647643374,0.108883880195431,0.0959744602799573,0.006805324115374,hcrl_temporal_v1,A
representation,gear,residual,autoencoder,0,0.925550817341862,1.0,0.9613361631447818,0.9999983494244896,0.9999941447580032,0.0226572216514356,1.2041007197061644,7311,0.7496930999996039,0.0102282999996532,0.7599213999992571,351.20703125,18610,5209,419,0,18074,0.925550817341862,0.914806016576489,0.9352952068454156,0.925201778948437,0.0055471296180512,1.0,1.0,1.0,1.0,0.0,0.9613361631447818,0.9555077724150348,0.9665659309876138,0.9611392268444624,0.0029941000589726,0.9999983494244896,0.9999956782416854,0.9999998214830386,0.9999983104123972,1.1548124969848606e-06,0.9999941447580032,0.9999841588371567,0.999999353145405,0.9999939722031438,4.1891473179689175e-06,0.0226572216514356,0.0194327499022094,0.0258499620958657,0.0226987047919723,0.0017346582576718,hcrl_temporal_v1,A
